id,city_or_regency,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score
75052023,Gorontalo Utara,2023,"1,703.63","128,970",75.70,Low,,66.61,"4,145",,,76.10
75712023,City of Gorontalo,2023,70.93,"204,440",2882.28,Medium,,78.64,"10,536",1,"2,589.89",78.36
76012023,Majene,2023,947.84,"181,360",191.34,Low,,68.62,"5,969",1,,74.28
76032023,Mamasa,2023,"3,005.88","165,310",55.00,Low,,67.83,"3,474",,,77.44
76052023,Mamuju Utara,2023,"2,903.18","204,216",70.34,Low,0.02,69.11,"14,386",,,75.21
76062023,Mamuju Tengah,2023,"3,100.87","141,220",45.54,Low,,67.45,"4,066",,,75.80
81012023,Maluku Tenggara Barat,2023,"10,102.92","128,648",12.73,Low,,64.16,"3,393",,,78.01
81032023,Maluku Tengah,2023,"2,759.07","436,090",158.06,Low,,72.45,"10,763",,,77.67
81042023,Buru,2023,"7,594.98","140,462",18.49,Low,,70.56,"2,977",,,79.89
81052023,Kepulauan Aru,2023,"6,425.77","107,367",16.71,Low,,65.01,"4,436",,,79.96
81062023,Seram Bagian Barat,2023,"6,948.40","222,449",32.01,Low,,67.56,"3,788",,,78.33
81082023,Maluku Barat Daya,2023,"8,633.15","85,807",9.94,Low,0.04,63.93,"2,868",,,78.93
81092023,Buru Selatan,2023,"5,577.48","79,455",14.25,Low,,66.23,"1,766",,,78.15
81712023,City of Ambon,2023,377.00,"358,826",951.79,Low,,82.06,"18,531",1,"9,006.12",79.18
81722023,City of Tual,2023,352.66,"91,572",259.66,Low,,69.43,"3,202",,,78.05
82032023,Kepulauan Sula,2023,"3,304.32","105,095",31.81,Low,,65.29,"3,045",,,78.93
82042023,Halmahera Selatan,2023,"8,096.40","255,384",31.54,Low,0.00,65.83,"17,727",,,80.65
82062023,Halmahera Timur,2023,"6,488.73","97,895",15.09,Low,,68.82,"5,241",,,78.97
82082023,Pulau Taliabu,2023,"2,985.75","63,897",21.40,Low,,62.31,"1,937",,,79.33
82712023,City of Ternate,2023,162.20,"202,871",1250.75,Low,0.03,81.35,"13,675",,,81.81
82722023,City of Tidore Kepulauan,2023,"1,703.32","116,623",68.47,Low,,72.4,"3,511",,,79.50
91012023,Fakfak,2023,"14,320.00","90,286",6.30,Low,0.00,69.72,"5,811",,,76.02
91022023,Kaimana,2023,"18,500.00","65,530",3.54,Low,,66.72,"2,914",,,75.75
91032023,Teluk Wondama,2023,"14,953.80","45,324",3.03,Low,,61.67,"1,753",,,74.31
91052023,Manokwari,2023,"14,250.94","201,730",14.16,Low,,73.21,"10,789",1,"6,584.93",72.68
91072023,Sorong,2023,"13,075.28","125,217",9.58,Low,,67.49,"12,028",,,73.44
91092023,Tambrauw,2023,"11,529.18","32,892",2.85,Low,,55.55,273,,,73.61
91102023,Maybrat,2023,"5,461.69","45,064",8.25,Low,,61.29,812,,,73.65
91112023,Manokwari Selatan,2023,"2,812.44","37,674",13.40,Low,,61.55,927,1,,72.87
91122023,Pegunungan Arfak,2023,"2,773.74","40,117",14.46,Low,,57.82,320,,,76.17
91712023,City of Sorong,2023,"1,105.00","283,366",256.44,Low,,79.65,"16,829",,,74.58
94012023,Merauke,2023,"46,791.63","240,609",5.14,Low,,72.19,"18,951",1,,69.85
94022023,Jayawijaya,2023,"7,030.66","273,819",38.95,Low,,60.5,"10,155",,,70.43
94032023,Jayapura,2023,"17,514.00","201,004",11.48,Low,,73.5,"19,122",,,69.59
94042023,Nabire,2023,"3,922.02","174,427",44.47,Low,0.00,70.84,"13,562",,,71.86
94102023,Paniai,2023,"6,526.25","123,360",18.90,Low,,57.91,"5,014",,,69.59
94112023,Puncak Jaya,2023,"6,477.65","219,497",33.89,Low,,50.81,"1,509",,,70.45
94132023,Boven Digoel,2023,"27,108.29","67,167",2.48,Low,,63.46,"5,341",1,951.82,71.76
94152023,Asmat,2023,"23,746.00","109,862",4.63,Low,,53.19,"3,145",,"1,696.52",70.80
94162023,Yahukimo,2023,"17,512.00","355,315",20.29,Low,,51.19,"2,900",,,70.22
94172023,Pegunungan Bintang,2023,"15,683.00","113,347",7.23,Low,,48.18,"2,369",,,70.31
94182023,Tolikara,2023,"14,263.00","251,413",17.63,Low,,51.48,"2,008",,,69.99
94192023,Sarmi,2023,"18,034.00","42,321",2.35,Low,,65.8,"3,558",,,68.86
94262023,Waropen,2023,"22,004.87","37,285",1.69,Low,20.00,66.46,"2,304",,,70.00
94282023,Mamberamo Raya,2023,"23,813.91","39,083",1.64,Low,,54.08,"2,143",,,70.36
94292023,Nduga,2023,"12,941.00","111,063",8.58,Low,,35.19,"1,512",,,70.30
94302023,Lanny Jaya,2023,"2,248.00","202,988",90.30,Low,,50.56,"2,325",,,69.07
94312023,Mamberamo Tengah,2023,"3,743.64","49,131",13.12,Low,,50.22,"1,408",,,71.41
94322023,Yalimo,2023,"4,330.29","104,416",24.11,Low,,50.87,"1,559",,,71.10
94352023,Intan Jaya,2023,"3,922.02","136,756",34.87,Low,,50.19,"1,405",,,71.29
94712023,City of Jayapura,2023,940.00,"403,859",429.64,Low,6.85,81.14,"37,797",1,"8,828.28",72.31
